sample	contig	coverage
bc2127	contig_1205	3.3247
bc2127	contig_509	10.0666
bc2127	contig_276	2.98661
bc2127	contig_1288	2.81621
bc2127	contig_1247	4.03321
bc2127	contig_1206	3.76449
bc2127	contig_277	2.94297
bc2127	contig_1289	4.42256
bc2127	contig_1248	2.90579
bc2127	contig_1207	5.78376
bc2127	contig_278	5.74351
bc2127	contig_237	10.9913
bc2127	contig_1249	6.52623
bc2127	contig_1208	5.13606
bc2127	contig_279	3.85194
bc2127	contig_238	21.7965
bc2127	contig_1209	3.65427
bc2127	contig_239	2.54091
bc2127	contig_1980	4.5103
bc2127	contig_1981	4.61263
bc2127	contig_1940	8.0405
bc2127	contig_970	3.37098
bc2127	contig_1982	3.40656
bc2127	contig_1941	4.11546
bc2127	contig_971	3.16549
bc2127	contig_930	5.13765
bc2127	contig_90	6.19632
bc2127	contig_1983	4.52765
bc2127	contig_1942	4.1681
bc2127	contig_1901	6.31751
bc2127	contig_972	4.03703
bc2127	contig_931	3.41701
bc2127	contig_91	3.36105
bc2127	contig_50	2.76671
bc2127	contig_1984	6.18943
bc2127	contig_1943	3.85997
bc2127	contig_1902	4.03724
bc2127	contig_973	2.49919
bc2127	contig_932	4.33778
bc2127	contig_92	3.23349
bc2127	contig_51	2.28
bc2127	contig_1985	4.01369
bc2127	contig_1944	4.52405
bc2127	contig_1903	3.82126
bc2127	contig_1670	2.67486
bc2127	contig_10	81.479
bc2127	contig_974	3.45453
bc2127	contig_933	3.24679
bc2127	contig_93	3.04639
bc2127	contig_52	3.39227
bc2127	contig_1986	8.02971
bc2127	contig_1945	31.5704
bc2127	contig_1904	5.63807
bc2127	contig_1671	2.6912
bc2127	contig_1630	4.57856
bc2127	contig_11	80.7434
bc2127	contig_975	3.7938
bc2127	contig_94	4.24159
bc2127	contig_934	3.40287
bc2127	contig_660	2.61641
bc2127	contig_53	5.7994
bc2127	contig_1987	5.26461
bc2127	contig_1946	4.55781
bc2127	contig_1905	5.75613
bc2127	contig_1672	5.42867
bc2127	contig_1631	3.81258
bc2127	contig_12	64.788
bc2127	contig_976	6.1505
bc2127	contig_95	4.12396
bc2127	contig_935	3.27686
bc2127	contig_661	3.73411
bc2127	contig_620	4.26583
bc2127	contig_54	3.03357
bc2127	contig_1988	4.23036
bc2127	contig_1947	6.14964
bc2127	contig_1906	3.64215
bc2127	contig_1673	2.81751
bc2127	contig_1632	4.65968
bc2127	contig_977	2.76737
bc2127	contig_96	4.12435
bc2127	contig_936	2.45383
bc2127	contig_662	3.40153
bc2127	contig_621	5.31961
bc2127	contig_55	3.37816
bc2127	contig_1989	3.61628
bc2127	contig_1948	5.72988
bc2127	contig_1907	5.85485
bc2127	contig_1674	6.17396
bc2127	contig_1633	6.9178
bc2127	contig_978	2.89842
bc2127	contig_97	4.41844
bc2127	contig_937	3.27906
bc2127	contig_663	4.52572
bc2127	contig_622	5.25582
bc2127	contig_56	4.51744
bc2127	contig_1949	4.07359
bc2127	contig_1908	8.21841
bc2127	contig_1675	2.34221
bc2127	contig_1634	2.53205
bc2127	contig_15	14.2374
bc2127	contig_1360	5.9829
bc2127	contig_98	2.51112
bc2127	contig_979	4.44225
bc2127	contig_938	5.00519
bc2127	contig_664	3.46864
bc2127	contig_623	4.30222
bc2127	contig_390	6.0195
bc2127	contig_1676	3.42447
bc2127	contig_1635	3.10623
bc2127	contig_16	5.42251
bc2127	contig_1361	2.20041
bc2127	contig_1320	2.37099
bc2127	contig_939	3.39
bc2127	contig_665	3.60098
bc2127	contig_624	2.91303
bc2127	contig_391	3.41928
bc2127	contig_350	4.99727
bc2127	contig_17	88.3503
bc2127	contig_1677	2.63358
bc2127	contig_1636	5.78242
bc2127	contig_1362	2.82933
bc2127	contig_1321	6.32526
bc2127	contig_666	4.43789
bc2127	contig_625	4.88229
bc2127	contig_59	11.9389
bc2127	contig_392	14.552
bc2127	contig_351	3.94255
bc2127	contig_310	6.94925
bc2127	contig_18	3.6046
bc2127	contig_1678	4.11271
bc2127	contig_1637	3.31812
bc2127	contig_1363	2.40059
bc2127	contig_1322	2.78387
bc2127	contig_667	3.0818
bc2127	contig_626	4.52239
bc2127	contig_393	5.66573
bc2127	contig_352	9.82388
bc2127	contig_311	4.32329
bc2127	contig_19	4.88172
bc2127	contig_1679	3.37572
bc2127	contig_1638	3.95604
bc2127	contig_1364	3.01944
bc2127	contig_1090	3.81127
bc2127	contig_1323	5.3606
bc2127	contig_668	3.18303
bc2127	contig_627	3.67704
bc2127	contig_394	3.77234
bc2127	contig_353	3.91474
bc2127	contig_312	3.91418
bc2127	contig_1639	4.27794
bc2127	contig_1365	2.93597
bc2127	contig_1091	5.68446
bc2127	contig_1324	4.02919
bc2127	contig_1050	2.75835
bc2127	contig_669	3.18253
bc2127	contig_628	2.41595
bc2127	contig_395	6.02895
bc2127	contig_354	2.95292
bc2127	contig_313	5.86732
bc2127	contig_1366	4.47487
bc2127	contig_1092	2.982
bc2127	contig_1325	3.11154
bc2127	contig_1051	2.62381
bc2127	contig_1010	4.61692
bc2127	contig_629	4.10055
bc2127	contig_396	5.54664
bc2127	contig_355	4.20314
bc2127	contig_314	6.55786
bc2127	contig_1367	2.3698
bc2127	contig_1093	3.05782
bc2127	contig_1326	4.81128
bc2127	contig_1052	4.03865
bc2127	contig_1011	4.00835
bc2127	contig_397	2.79567
bc2127	contig_356	3.29069
bc2127	contig_315	3.2434
bc2127	contig_1368	3.23552
bc2127	contig_1094	4.03696
bc2127	contig_1327	3.39698
bc2127	contig_1053	3.83556
bc2127	contig_1012	3.53458
bc2127	contig_398	5.16682
bc2127	contig_357	2.69754
bc2127	contig_316	3.26196
bc2127	contig_1369	4.06068
bc2127	contig_1095	3.48143
bc2127	contig_1328	2.61596
bc2127	contig_1054	3.14188
bc2127	contig_1013	3.15617
bc2127	contig_399	5.80744
bc2127	contig_358	4.01116
bc2127	contig_317	3.48012
bc2127	contig_1096	4.55689
bc2127	contig_1329	2.59199
bc2127	contig_1055	4.44325
bc2127	contig_1014	4.42131
bc2127	contig_359	3.44997
bc2127	contig_318	2.76253
bc2127	contig_1097	22.3003
bc2127	contig_1056	3.69717
bc2127	contig_1015	3.49134
bc2127	contig_319	4.96718
bc2127	contig_1098	3.20242
bc2127	contig_1057	3.73318
bc2127	contig_1016	2.59188
bc2127	contig_1099	4.94113
bc2127	contig_1058	4.06122
bc2127	contig_1017	2.93645
bc2127	contig_1059	3.78262
bc2127	contig_1018	2.40357
bc2127	contig_1019	3.86557
bc2127	contig_2010	9.2964
bc2127	contig_2011	5.37993
bc2127	contig_2012	4.58542
bc2127	contig_2013	30.4554
bc2127	contig_2014	11.4379
bc2127	contig_2015	3.82084
bc2127	contig_2016	4.6514
bc2127	contig_2017	3.34694
bc2127	contig_2018	6.34135
bc2127	contig_2019	5.90702
bc2127	contig_1790	3.06099
bc2127	contig_1791	5.05392
bc2127	contig_1750	3.91704
bc2127	contig_780	3.66347
bc2127	contig_1792	2.79556
bc2127	contig_1751	3.27966
bc2127	contig_1710	6.30808
bc2127	contig_781	3.24836
bc2127	contig_740	3.23191
bc2127	contig_1793	3.01811
bc2127	contig_1752	4.37007
bc2127	contig_1711	2.70543
bc2127	contig_782	4.24081
bc2127	contig_741	3.95211
bc2127	contig_700	2.5012
bc2127	contig_1794	3.40343
bc2127	contig_1753	8.00055
bc2127	contig_1712	5.00561
bc2127	contig_783	3.45829
bc2127	contig_742	3.48112
bc2127	contig_701	4.25673
bc2127	contig_1795	4.77028
bc2127	contig_1754	3.42869
bc2127	contig_1713	3.29445
bc2127	contig_1480	2.63251
bc2127	contig_784	2.43321
bc2127	contig_743	3.02742
bc2127	contig_702	5.98123
bc2127	contig_1796	4.9965
bc2127	contig_1755	4.44278
bc2127	contig_1714	3.3923
bc2127	contig_1481	4.02103
bc2127	contig_1440	2.57326
bc2127	contig_785	6.39512
bc2127	contig_744	4.28935
bc2127	contig_703	3.44799
bc2127	contig_470	4.99645
bc2127	contig_1797	3.58634
bc2127	contig_1756	3.75208
bc2127	contig_1715	4.29956
bc2127	contig_1482	3.39139
bc2127	contig_1441	3.3775
bc2127	contig_1400	3.10751
bc2127	contig_786	2.62523
bc2127	contig_745	3.17808
bc2127	contig_704	3.61937
bc2127	contig_471	4.28238
bc2127	contig_430	4.473
bc2127	contig_1798	4.3225
bc2127	contig_1757	4.31331
bc2127	contig_1716	4.45531
bc2127	contig_1483	2.99765
bc2127	contig_1442	5.6402
bc2127	contig_1401	2.82557
bc2127	contig_787	3.55412
bc2127	contig_746	4.95752
bc2127	contig_705	5.23616
bc2127	contig_472	3.94185
bc2127	contig_431	3.19173
bc2127	contig_1799	3.03104
bc2127	contig_1758	4.42714
bc2127	contig_1717	3.39801
bc2127	contig_1484	3.71785
bc2127	contig_1443	3.06366
bc2127	contig_1402	4.3626
bc2127	contig_788	7.86266
bc2127	contig_747	3.46187
bc2127	contig_706	4.08702
bc2127	contig_473	4.06931
bc2127	contig_432	6.05627
bc2127	contig_1759	2.72532
bc2127	contig_1718	3.71813
bc2127	contig_1485	3.79705
bc2127	contig_1444	3.48493
bc2127	contig_1403	5.60315
bc2127	contig_1170	3.65216
bc2127	contig_789	4.1952
bc2127	contig_748	3.11131
bc2127	contig_707	4.72921
bc2127	contig_474	5.05402
bc2127	contig_433	2.96529
bc2127	contig_1719	5.65602
bc2127	contig_1486	3.19803
bc2127	contig_1445	2.82181
bc2127	contig_1404	2.93312
bc2127	contig_1171	2.68816
bc2127	contig_1130	2.82233
bc2127	contig_749	3.19801
bc2127	contig_708	4.15034
bc2127	contig_475	6.30209
bc2127	contig_434	3.19473
bc2127	contig_160	2.823
bc2127	contig_1487	2.51848
bc2127	contig_1446	3.15019
bc2127	contig_1405	2.73981
bc2127	contig_1172	3.02026
bc2127	contig_1131	2.86243
bc2127	contig_709	2.93924
bc2127	contig_476	5.93362
bc2127	contig_435	4.33609
bc2127	contig_161	4.2539
bc2127	contig_1488	4.05296
bc2127	contig_1447	4.19522
bc2127	contig_1406	3.46716
bc2127	contig_120	2.99887
bc2127	contig_1173	3.98623
bc2127	contig_1132	2.59638
bc2127	contig_477	4.32955
bc2127	contig_436	4.70355
bc2127	contig_162	6.48708
bc2127	contig_1489	3.47958
bc2127	contig_1448	2.65287
bc2127	contig_1407	7.93872
bc2127	contig_1174	2.64396
bc2127	contig_1133	3.48045
bc2127	contig_121	3.73198
bc2127	contig_478	4.34696
bc2127	contig_437	4.39477
bc2127	contig_163	7.3577
bc2127	contig_1449	2.56673
bc2127	contig_1408	4.07473
bc2127	contig_1134	2.34286
bc2127	contig_122	4.66632
bc2127	contig_1175	2.88914
bc2127	contig_479	4.6035
bc2127	contig_438	2.78661
bc2127	contig_164	3.8007
bc2127	contig_1409	3.03396
bc2127	contig_1135	3.01648
bc2127	contig_123	16.4592
bc2127	contig_1176	4.35491
bc2127	contig_439	4.07398
bc2127	contig_165	3.56101
bc2127	contig_1136	2.6033
bc2127	contig_124	5.19738
bc2127	contig_1177	3.65287
bc2127	contig_166	4.34693
bc2127	contig_1137	3.01219
bc2127	contig_125	5.34527
bc2127	contig_1178	3.39953
bc2127	contig_167	4.50947
bc2127	contig_1138	2.76652
bc2127	contig_126	4.72368
bc2127	contig_1179	3.6559
bc2127	contig_168	2.92758
bc2127	contig_1139	3.54559
bc2127	contig_127	3.69079
bc2127	contig_169	3.63184
bc2127	contig_128	3.78422
bc2127	contig_129	3.0863
bc2127	contig_1870	5.29948
bc2127	contig_1871	3.32409
bc2127	contig_1830	4.22141
bc2127	contig_860	4.40841
bc2127	contig_1872	9.6545
bc2127	contig_1831	4.08192
bc2127	contig_861	3.38355
bc2127	contig_820	3.31195
bc2127	contig_1873	4.27599
bc2127	contig_1832	9.76031
bc2127	contig_862	7.62003
bc2127	contig_821	4.69863
bc2127	contig_1874	4.82706
bc2127	contig_1833	4.29277
bc2127	contig_863	3.18662
bc2127	contig_822	3.6261
bc2127	contig_1875	4.95969
bc2127	contig_1834	2.67799
bc2127	contig_1560	3.59188
bc2127	contig_864	3.53794
bc2127	contig_823	3.39724
bc2127	contig_590	3.59126
bc2127	contig_1876	3.27551
bc2127	contig_1835	3.94385
bc2127	contig_1561	6.42335
bc2127	contig_1520	5.73562
bc2127	contig_865	6.13213
bc2127	contig_824	5.05975
bc2127	contig_591	3.527
bc2127	contig_550	5.64576
bc2127	contig_1877	3.36949
bc2127	contig_1836	4.35338
bc2127	contig_1562	2.13711
bc2127	contig_1521	3.15105
bc2127	contig_866	10.0211
bc2127	contig_825	3.4131
bc2127	contig_592	4.24988
bc2127	contig_551	9.24399
bc2127	contig_510	2.99109
bc2127	contig_1878	6.76975
bc2127	contig_1837	3.20329
bc2127	contig_1563	3.66047
bc2127	contig_1522	2.68038
bc2127	contig_867	3.22498
bc2127	contig_826	3.26004
bc2127	contig_593	4.73997
bc2127	contig_552	4.15523
bc2127	contig_511	4.18006
bc2127	contig_1879	10.8225
bc2127	contig_1838	4.76059
bc2127	contig_1564	2.44926
bc2127	contig_1523	2.98996
bc2127	contig_1290	2.35913
bc2127	contig_868	3.79476
bc2127	contig_827	2.69104
bc2127	contig_594	4.52768
bc2127	contig_553	3.63314
bc2127	contig_512	3.35612
bc2127	contig_1839	3.24961
bc2127	contig_1565	3.17053
bc2127	contig_1524	5.00001
bc2127	contig_1291	2.83893
bc2127	contig_1250	5.62092
bc2127	contig_869	2.65961
bc2127	contig_828	3.87657
bc2127	contig_595	2.88115
bc2127	contig_554	3.55717
bc2127	contig_513	3.46956
bc2127	contig_280	2.57625
bc2127	contig_1566	3.1373
bc2127	contig_1525	3.02921
bc2127	contig_1292	4.34744
bc2127	contig_1251	9.31059
bc2127	contig_1210	2.67304
bc2127	contig_829	3.56802
bc2127	contig_555	3.08861
bc2127	contig_514	3.33685
bc2127	contig_281	3.38284
bc2127	contig_240	3.44413
bc2127	contig_1567	3.03265
bc2127	contig_1526	3.81814
bc2127	contig_1293	2.23277
bc2127	contig_1252	2.92489
bc2127	contig_1211	5.15425
bc2127	contig_597	0.559708
bc2127	contig_556	3.57007
bc2127	contig_515	3.07422
bc2127	contig_282	4.41271
bc2127	contig_241	4.39006
bc2127	contig_200	4.06861
bc2127	contig_1568	2.45983
bc2127	contig_1527	4.81104
bc2127	contig_1294	4.58051
bc2127	contig_1253	2.68107
bc2127	contig_1212	3.13854
bc2127	contig_598	3.15339
bc2127	contig_557	5.15643
bc2127	contig_516	5.00509
bc2127	contig_283	2.69926
bc2127	contig_201	2.89348
bc2127	contig_1569	3.92415
bc2127	contig_1528	4.51784
bc2127	contig_1295	2.60242
bc2127	contig_1254	2.73538
bc2127	contig_1213	3.9369
bc2127	contig_599	4.61845
bc2127	contig_558	2.90688
bc2127	contig_517	3.05239
bc2127	contig_284	3.53172
bc2127	contig_243	5.27767
bc2127	contig_202	4.37045
bc2127	contig_1529	2.42703
bc2127	contig_1296	3.48906
bc2127	contig_1255	4.07759
bc2127	contig_1214	2.75785
bc2127	contig_559	4.27122
bc2127	contig_518	2.91634
bc2127	contig_285	3.22125
bc2127	contig_244	7.06689
bc2127	contig_203	4.31928
bc2127	contig_1297	3.11056
bc2127	contig_1256	4.19869
bc2127	contig_1215	3.13886
bc2127	contig_519	3.05017
bc2127	contig_286	3.18593
bc2127	contig_1298	4.5681
bc2127	contig_1257	3.6811
bc2127	contig_1216	2.44896
bc2127	contig_287	4.15127
bc2127	contig_246	5.3762
bc2127	contig_1299	2.8043
bc2127	contig_1258	3.06083
bc2127	contig_1217	3.01055
bc2127	contig_288	7.91138
bc2127	contig_247	2.65309
bc2127	contig_1259	2.77678
bc2127	contig_1218	8.93718
bc2127	contig_289	3.38362
bc2127	contig_248	4.29269
bc2127	contig_207	4.18295
bc2127	contig_1219	2.8741
bc2127	contig_249	6.49962
bc2127	contig_208	5.66461
bc2127	contig_209	3.74905
bc2127	contig_1990	3.82667
bc2127	contig_1991	3.85644
bc2127	contig_1950	4.11112
bc2127	contig_980	4.02852
bc2127	contig_1992	5.70675
bc2127	contig_1951	3.41168
bc2127	contig_1910	29.4472
bc2127	contig_981	3.83909
bc2127	contig_940	3.74107
bc2127	contig_1993	3.27741
bc2127	contig_1952	5.02107
bc2127	contig_1911	3.12979
bc2127	contig_982	3.99569
bc2127	contig_941	3.4023
bc2127	contig_900	4.07937
bc2127	contig_60	4.95458
bc2127	contig_1994	5.44196
bc2127	contig_1953	2.85932
bc2127	contig_1912	5.71525
bc2127	contig_983	3.68196
bc2127	contig_942	5.53979
bc2127	contig_901	2.88809
bc2127	contig_61	3.32906
bc2127	contig_20	4.81023
bc2127	contig_1995	5.86207
bc2127	contig_1954	5.04318
bc2127	contig_1913	5.84465
bc2127	contig_1680	2.99792
bc2127	contig_984	3.35692
bc2127	contig_943	3.92947
bc2127	contig_902	2.90182
bc2127	contig_62	3.22691
bc2127	contig_21	4.79517
bc2127	contig_1996	3.21669
bc2127	contig_1955	2.85396
bc2127	contig_1914	3.97332
bc2127	contig_1681	2.57148
bc2127	contig_1640	5.19525
bc2127	contig_985	3.67686
bc2127	contig_944	3.30414
bc2127	contig_903	3.02545
bc2127	contig_670	3.64052
bc2127	contig_63	3.82442
bc2127	contig_22	3.3033
bc2127	contig_1997	5.26537
bc2127	contig_1956	3.05463
bc2127	contig_1915	6.43618
bc2127	contig_1682	5.03314
bc2127	contig_1641	3.03475
bc2127	contig_1600	3.028
bc2127	contig_986	5.8801
bc2127	contig_945	3.63123
bc2127	contig_904	3.23374
bc2127	contig_671	4.10988
bc2127	contig_64	4.54349
bc2127	contig_630	2.76512
bc2127	contig_23	4.24666
bc2127	contig_1998	4.70088
bc2127	contig_1957	4.04677
bc2127	contig_1916	3.80508
bc2127	contig_1642	4.76985
bc2127	contig_1601	2.78818
bc2127	contig_987	2.96634
bc2127	contig_946	3.33915
bc2127	contig_905	3.15
bc2127	contig_672	2.577
bc2127	contig_65	4.13152
bc2127	contig_631	7.89296
bc2127	contig_24	2.60652
bc2127	contig_1999	4.15489
bc2127	contig_1958	5.08799
bc2127	contig_1917	5.21396
bc2127	contig_1643	3.66243
bc2127	contig_1602	2.53493
bc2127	contig_988	3.48802
bc2127	contig_947	3.15315
bc2127	contig_906	3.68357
bc2127	contig_673	4.0388
bc2127	contig_66	3.06609
bc2127	contig_632	11.1361
bc2127	contig_25	5.10143
bc2127	contig_1959	3.79846
bc2127	contig_1918	9.46665
bc2127	contig_1685	2.58441
bc2127	contig_1644	2.81332
bc2127	contig_1603	2.75353
bc2127	contig_1370	3.01313
bc2127	contig_989	2.49351
bc2127	contig_948	2.72547
bc2127	contig_907	3.99052
bc2127	contig_674	7.27305
bc2127	contig_67	5.78253
bc2127	contig_26	4.01172
bc2127	contig_1686	2.58519
bc2127	contig_1645	5.78011
bc2127	contig_1604	3.28191
bc2127	contig_1371	2.75463
bc2127	contig_1330	2.87185
bc2127	contig_949	4.55904
bc2127	contig_908	3.49524
bc2127	contig_68	4.60696
bc2127	contig_675	2.56638
bc2127	contig_360	6.54832
bc2127	contig_27	4.4016
bc2127	contig_1687	2.61957
bc2127	contig_1646	3.51171
bc2127	contig_1605	3.73799
bc2127	contig_1372	3.82552
bc2127	contig_1331	4.17826
bc2127	contig_909	4.28008
bc2127	contig_69	4.83035
bc2127	contig_676	7.34824
bc2127	contig_635	2.88623
bc2127	contig_361	4.68084
bc2127	contig_320	5.25254
bc2127	contig_28	4.63322
bc2127	contig_1688	3.05101
bc2127	contig_1647	2.71783
bc2127	contig_1606	6.8241
bc2127	contig_1373	2.66525
bc2127	contig_1332	3.20815
bc2127	contig_677	3.39953
bc2127	contig_636	5.65041
bc2127	contig_362	2.72004
bc2127	contig_321	2.87054
bc2127	contig_1689	4.14744
bc2127	contig_1648	3.63778
bc2127	contig_1607	3.97447
bc2127	contig_1374	3.53679
bc2127	contig_1333	3.89016
bc2127	contig_678	4.08951
bc2127	contig_637	3.39888
bc2127	contig_363	3.2424
bc2127	contig_322	4.46792
bc2127	contig_1649	5.10274
bc2127	contig_1608	4.88455
bc2127	contig_1375	5.09715
bc2127	contig_1334	2.73292
bc2127	contig_1060	4.36812
bc2127	contig_679	4.05629
bc2127	contig_638	3.46716
bc2127	contig_364	4.94721
bc2127	contig_323	3.30986
bc2127	contig_1609	3.99125
bc2127	contig_1376	2.64986
bc2127	contig_1335	3.84105
bc2127	contig_1061	8.90826
bc2127	contig_1020	2.74498
bc2127	contig_639	3.58524
bc2127	contig_324	5.12229
bc2127	contig_1377	2.95319
bc2127	contig_1336	2.9797
bc2127	contig_1062	4.51562
bc2127	contig_1021	3.4338
bc2127	contig_366	5.45552
bc2127	contig_325	4.23338
bc2127	contig_1378	3.35166
bc2127	contig_1337	5.53624
bc2127	contig_1063	5.3484
bc2127	contig_1022	3.52959
bc2127	contig_367	3.61477
bc2127	contig_326	3.08712
bc2127	contig_1379	3.49784
bc2127	contig_1338	2.9744
bc2127	contig_1064	3.65729
bc2127	contig_1023	4.74501
bc2127	contig_368	3.58888
bc2127	contig_327	4.43592
bc2127	contig_1339	2.47497
bc2127	contig_1065	4.11445
bc2127	contig_1024	3.64515
bc2127	contig_369	4.13649
bc2127	contig_328	4.57861
bc2127	contig_1066	2.47585
bc2127	contig_1025	3.41235
bc2127	contig_329	2.75112
bc2127	contig_1067	3.47853
bc2127	contig_1026	3.47559
bc2127	contig_1068	3.07872
bc2127	contig_1027	3.08296
bc2127	contig_1069	2.78335
bc2127	contig_1028	3.61067
bc2127	contig_1029	3.23525
bc2127	contig_2020	5.89522
bc2127	contig_2021	3.11407
bc2127	contig_2022	2.81951
bc2127	contig_2023	4.01436
bc2127	contig_2024	7.02175
bc2127	contig_2025	2.80454
bc2127	contig_2026	4.05332
bc2127	contig_2027	3.49436
bc2127	contig_2028	5.81662
bc2127	contig_2029	6.0028
bc2127	contig_1760	4.08023
bc2127	contig_790	4.09642
bc2127	contig_1761	2.59078
bc2127	contig_1720	4.89904
bc2127	contig_791	2.84316
bc2127	contig_750	9.73639
bc2127	contig_1762	7.29658
bc2127	contig_1721	4.73641
bc2127	contig_792	2.821
bc2127	contig_751	3.14421
bc2127	contig_710	2.88308
bc2127	contig_1763	3.9234
bc2127	contig_1722	4.86123
bc2127	contig_793	4.72375
bc2127	contig_752	3.80257
bc2127	contig_711	10.8046
bc2127	contig_1764	2.91151
bc2127	contig_1723	3.82641
bc2127	contig_1490	4.21998
bc2127	contig_794	3.62002
bc2127	contig_753	4.0362
bc2127	contig_712	4.36157
bc2127	contig_1765	5.12784
bc2127	contig_1724	8.08533
bc2127	contig_1491	2.99101
bc2127	contig_1450	5.57495
bc2127	contig_795	4.4505
bc2127	contig_754	4.90557
bc2127	contig_713	9.60154
bc2127	contig_480	3.86806
bc2127	contig_1766	4.86129
bc2127	contig_1725	2.96124
bc2127	contig_1492	3.79799
bc2127	contig_1451	3.03552
bc2127	contig_1410	3.31553
bc2127	contig_796	4.68922
bc2127	contig_755	3.62836
bc2127	contig_481	2.85331
bc2127	contig_440	3.77799
bc2127	contig_1767	3.22908
bc2127	contig_1726	4.86661
bc2127	contig_1493	2.86954
bc2127	contig_1452	2.97597
bc2127	contig_1411	3.31329
bc2127	contig_797	3.65637
bc2127	contig_756	4.72152
bc2127	contig_715	43.601
bc2127	contig_482	3.39053
bc2127	contig_441	35.4534
bc2127	contig_400	3.92413
bc2127	contig_1768	7.05676
bc2127	contig_1727	2.89308
bc2127	contig_1494	3.14483
bc2127	contig_1453	5.9456
bc2127	contig_1412	3.48877
bc2127	contig_798	4.8453
bc2127	contig_757	3.64081
bc2127	contig_716	11.9727
bc2127	contig_483	4.28893
bc2127	contig_442	5.17293
bc2127	contig_1769	9.29884
bc2127	contig_1728	4.22332
bc2127	contig_1495	2.25698
bc2127	contig_1454	2.55732
bc2127	contig_1413	3.63289
bc2127	contig_1180	3.66797
bc2127	contig_799	3.79966
bc2127	contig_758	3.30204
bc2127	contig_717	4.26952
bc2127	contig_484	2.71815
bc2127	contig_443	3.22816
bc2127	contig_402	36.1297
bc2127	contig_1729	5.33554
bc2127	contig_1496	3.48062
bc2127	contig_1455	15.1616
bc2127	contig_1414	3.43599
bc2127	contig_1181	2.55404
bc2127	contig_1140	3.19898
bc2127	contig_759	4.17156
bc2127	contig_718	3.47843
bc2127	contig_485	2.77544
bc2127	contig_444	3.20462
bc2127	contig_403	3.11134
bc2127	contig_170	5.00859
bc2127	contig_1497	3.87546
bc2127	contig_1456	3.57482
bc2127	contig_1415	3.41096
bc2127	contig_1182	6.02512
bc2127	contig_1141	4.069
bc2127	contig_1100	4.07413
bc2127	contig_719	2.88054
bc2127	contig_486	4.26417
bc2127	contig_445	3.51374
bc2127	contig_404	4.65673
bc2127	contig_171	3.82149
bc2127	contig_1498	5.27666
bc2127	contig_1457	2.72316
bc2127	contig_1416	2.97136
bc2127	contig_130	2.83507
bc2127	contig_1183	3.98756
bc2127	contig_1142	2.90653
bc2127	contig_1101	2.99588
bc2127	contig_487	4.07731
bc2127	contig_446	4.07229
bc2127	contig_405	7.91657
bc2127	contig_172	5.45362
bc2127	contig_1499	2.51618
bc2127	contig_1458	3.24032
bc2127	contig_1417	3.4886
bc2127	contig_131	3.41916
bc2127	contig_1184	2.80106
bc2127	contig_1143	3.52026
bc2127	contig_1102	4.90479
bc2127	contig_488	3.54391
bc2127	contig_447	4.36607
bc2127	contig_406	5.30828
bc2127	contig_173	3.08357
bc2127	contig_1459	3.26204
bc2127	contig_1418	2.69874
bc2127	contig_132	6.70504
bc2127	contig_1185	3.32012
bc2127	contig_1144	3.58138
bc2127	contig_1103	3.12976
bc2127	contig_489	4.228
bc2127	contig_448	2.53013
bc2127	contig_407	4.29923
bc2127	contig_174	4.64918
bc2127	contig_1419	3.58605
bc2127	contig_133	3.74745
bc2127	contig_1186	4.02783
bc2127	contig_1145	5.21947
bc2127	contig_1104	5.84546
bc2127	contig_449	12.9153
bc2127	contig_175	3.16046
bc2127	contig_134	4.04187
bc2127	contig_1187	2.7243
bc2127	contig_1146	4.95735
bc2127	contig_1105	4.06632
bc2127	contig_409	37.3223
bc2127	contig_176	4.50584
bc2127	contig_135	2.61484
bc2127	contig_1188	2.84239
bc2127	contig_1147	4.62516
bc2127	contig_1106	2.86633
bc2127	contig_177	3.50257
bc2127	contig_136	5.45762
bc2127	contig_1189	2.5961
bc2127	contig_1148	4.3494
bc2127	contig_1107	3.19176
bc2127	contig_178	6.12067
bc2127	contig_137	2.78784
bc2127	contig_1149	3.46433
bc2127	contig_1108	3.98425
bc2127	contig_179	5.20775
bc2127	contig_138	3.39133
bc2127	contig_1109	2.75132
bc2127	contig_139	4.56822
bc2127	contig_1880	5.31729
bc2127	contig_1881	3.53797
bc2127	contig_1840	4.52533
bc2127	contig_870	2.78241
bc2127	contig_1882	5.26473
bc2127	contig_1841	3.4432
bc2127	contig_1800	4.51155
bc2127	contig_871	4.77203
bc2127	contig_830	2.93752
bc2127	contig_1883	5.84833
bc2127	contig_1842	2.13146
bc2127	contig_1801	2.94186
bc2127	contig_872	4.40793
bc2127	contig_831	3.12336
bc2127	contig_1884	3.86113
bc2127	contig_1843	4.09621
bc2127	contig_1802	5.60329
bc2127	contig_873	3.95557
bc2127	contig_832	3.0381
bc2127	contig_1885	4.45299
bc2127	contig_1844	12.1165
bc2127	contig_1803	5.80175
bc2127	contig_1570	4.47491
bc2127	contig_874	3.64321
bc2127	contig_833	2.7065
bc2127	contig_1886	3.20686
bc2127	contig_1845	7.73439
bc2127	contig_1804	3.92198
bc2127	contig_1571	3.66166
bc2127	contig_875	3.97279
bc2127	contig_834	3.54201
bc2127	contig_560	7.15842
bc2127	contig_1887	9.96045
bc2127	contig_1846	3.71503
bc2127	contig_1805	2.8274
bc2127	contig_1572	4.46827
